userName;content;score;at;appVersion
Putra Deathcore (Pratama Electro);Nyusahin aja di download ulang nyampe 5x ga slese slese Udah sinyal bagus pake wifi juga sama aja;1;26/06/2022 07:58;4.44.1
M3N 99;Mahal biaya layananblm lagi harga makanan sengaja dinaikin sedot nya banyak bgt dr biaya layanan dan harga nakanan yg di up dr apk gojek males lama2 pakai ni apk Contoh nya ayam bakar per ekor 75rb beli ditempatsetelah pakai gojek 108rb blm lagi ongkir dan biaya layanan nya;1;11/06/2023 02:23;4.68.1
Bintang Rajasa;Bagus;5;01/01/2023 15:37;4.55.2
fredy supriyadi;Aplikasi nya eror trus g mana mau order gofood;1;19/11/2021 13:57;4.31.1
tria herlambang;Buat petinggi gojekjangan cm mengeruk keuntungan dari kamitp perhatikan juga kesejahteraan para driver sebagai ujung tombakbiaya jasa aplikasi itu buat apa kampreeeeeetttttkurang lu ambil uang dari yg d bayar customer 20 ambil ke resto 20kemaruk;1;23/06/2022 06:34;4.44.1
Kiki Amilia;Selama ini pengalaman dgn Gojek selalu baik  Goride  Gocar  Gofood;5;11/10/2022 14:22;4.53.1
Sahal Fuadi;sangat bergunaa;5;01/06/2023 21:07;4.67.2
Aman Ginting;kalau mau berangkat sekolahhujan pasti sama sekali ga ada driver yang mau terima orderan padahal ga pakai promo sama sekali juga pengorderannya;1;19/09/2023 00:26;4.65.2
Siska Oktaviana;b aja sih;4;18/01/2024 11:18;4.78.3
Jody Setiawan;Langganan;5;10/11/2021 12:05;4.31.1
Bayu Armanda;Apknya mantul dah nih;5;10/05/2022 13:25;4.43.1
Jihan Safira Maulidya;Kemanapun pergi menjadi lebih mudah;5;25/11/2021 01:06;4.31.1
Muhammad Danvi Raihandoko;Aplikasi nya sangat keren;5;20/07/2023 00:12;4.70.1
Yudita Manurung;Dikasih voucher gofood tp tiap x mau di pake slalu dibatalin tiba padahal sudah sesuai minimum order Hadeh ;1;07/09/2022 09:36;4.51.1
Hasto Pratikno;Luarbiasa;5;19/04/2022 10:50;4.41.1
Eny Setyawan;Good lah pokoke;5;03/05/2022 03:43;4.41.1
kelvin dian chikita;sistem berkat bukan jadi berkat buat driver malah berkarat driver;5;15/09/2022 10:49;4.51.1
Elvika Riswandi;Gua top up gopay udh masuk ada inboxnya tapi saldo ga muncul  Gimana si ni tolong dong kebijakanya;5;01/09/2022 00:57;4.14.2
Edi Suwito;Manta;5;11/12/2021 09:29;4.33.1
Wiji Saryanto;Praktis ekoonomis;4;24/11/2022 00:10;4.55.2
Endah Resti;kenapa titik mapsnya suka pindah2 ;4;30/03/2022 11:54;4.18.2
ari hani;Mantuuuuuull kurang banyak diskonannya;5;09/03/2022 15:28;4.38.2
Rudiyanto;Mantap;5;16/03/2022 03:43;4.39.2
Muria Akbar;Istimewa SANGAT membantugood;5;24/12/2022 11:22;4.58.1
Mas'aini MR;Kemahalan;1;02/08/2022 11:07;4.48.1
Benediktus Hariyantoro;Gojek pelayanan bagus utk konsomen maju terus smakin baik smakin bernanfaat untuk smua pihak;4;24/11/2023 08:41;4.71.3
Master Adlyn;Mantap;5;16/02/2022 05:44;4.36.1
Budi Suanto;UDAH DIMASUKI PIN BENAR DIBILANG SALAH DISURUH COBA LAGI SAMPAI NUNGGU SEJAM LEBIH MASIH BELUM BISAUDH DI AJUKAN LAPORAN DIBILANG GA ADA MASALAH JELEK BANGET PELAYANANNYA GOJEK GARA GARA LU GA SEMPAT BELI TIKET SAMPAI CLOSE GW KASIN BINTANG 1 ;1;07/11/2023 05:38;4.78.2
Avin Nur;Memuaskan;5;18/12/2022 02:35;4.58.1
Ramdhoni Dhoni;Aplikasi gerep ga bisa kebuka;5;13/01/2024 02:16;4.80.4
Jerri Lmpw;Oke;5;12/05/2022 06:29;4.32.1
Dwi Eko Lokononto;Josss;5;09/06/2022 07:38;4.44.1
IRPAN;Lumayan lah suka dapat vocer hehe;4;03/09/2023 00:21;4.71.2
dewa soacx;ketepatan pesanmantap;5;15/11/2022 23:27;4.55.2
Yunasril Yuzar;Selama gunakan Gojeg sangat membantu alalagi dgn Gopaynya ga perlu bawa duit gede cukup transfer dari rek BCA ke Gopay Aman Oya saya pindahan kos kosan juga oke dgn sewa Mobil Box dari Gojeg juga Makasih;5;08/01/2022 18:12;4.34.1
Sopian Sauri;Ok good;5;30/10/2022 07:21;4.54.2
Mutiara Danis;Cakepp lah;5;20/08/2023 23:57;4.72.1
Ryan Ylstia22;Kenapa transaksi gagal cok;1;15/03/2023 14:26;4.63.2
Ayah Epin;Mapnya selalu geser;3;13/02/2022 02:29;4.26.1
Asmani Mani;Dapet diskon Mulu;5;09/03/2022 09:38;4.24.2
zimbabwe awawa;Aplikasi bagus banget;5;07/06/2022 10:10;4.44.1
Noverani S. Y. P.;kok ini ga ke update update ya  dari tadi download udah sampe 100 malah balik lagi jadi 4 ;1;22/08/2022 05:14;4.35.1
Mada C. Lutia;Memudahkan saat ga ada tunai;5;18/06/2023 00:19;4.68.1
Archangela Lydia;Oke bingit promonya gofood;5;07/09/2023 09:05;4.74.1
Toni Toni;Mmbantu;5;04/08/2022 07:54;4.47.1
*salman_sekumpul* martapura;Mantap;5;08/08/2023 03:06;4.71.3
Arkha Rzr;Ok;5;05/03/2022 12:29;4.19.3
Linda Setyaningrum;Sangat mempermudah dan mempercepat perjalanan Terimakasih aplikasi Gojek;5;12/01/2022 06:35;4.34.1
Michio Ajjah;Good;5;22/02/2022 03:09;4.14.2
Budi Setiawan;Baik;5;10/03/2022 11:30;4.38.2
oktavian alfirdaus;Promo kurang banyak;5;07/07/2022 13:28;4.40.1
Praditya Ivhan;Lumayan bagus kalau tidak dijemput;4;21/10/2022 05:59;4.43.1
Josephine Susilowati Dyah utami;Bagus;5;16/07/2022 07:48;4.47.1
Rizka Mulyawati;Suka;5;23/04/2022 22:30;4.42.1
Rizky Muhamad;Istimewaaa;5;09/06/2022 03:37;4.44.1
Rusianita Munas;kiriman tidak terantar ke saya  di terima oleh orang lain  dan si penerima malah memberikan  menawarkan ke orang lain  untung ada ibu saya yg melihat si penerima lg menawarkan roti2 saya  next time hati2 pak  telp sblm ke tempat tujuan ;3;02/02/2022 09:16;4.34.1
Punkshter 22;Mahooks;5;20/09/2022 03:27;4.52.2
Acung Putra;Ok;5;11/11/2021 14:57;4.31.1
Putri Yani;Gila sekarang gofood ongkir nya ga ngotak tolong lah di murahin lagi ongkir nya;1;01/01/2022 15:33;4.34.1
HAHAHAHA HAHAHA;Ok mantap;5;18/02/2022 20:42;4.36.1
Johan Bagus;Memajukan UMKM Indonesia;5;28/11/2021 10:18;4.32.1
Deri Susanto;Trm ksh gopay;5;22/10/2022 15:57;4.53.1
Ida Kartini;Ongkos sesuai;5;21/06/2022 01:06;4.45.1
Arjony Jony;Baik buat saya pribadi;5;14/03/2023 14:18;4.63.2
robby efendi;sangat membantu waktu terdesak maupun tidak;5;26/12/2022 03:45;4.58.1
Jesika Prederika Kristabella;Awalnya baik baik aja Tapi hari ini saya pakai go ride di aplikasi katanya nunggu 3 menit tp udah 17 menit ga dateng dateng Posisi driver jugaa gak berubah;2;03/05/2023 09:47;4.66.1
oki setiawan;Goood;5;09/01/2023 12:22;4.58.1
fitri darmayanti;server eror;5;24/06/2023 02:59;4.68.1
KIKS;Baru aja update aplikasi terbaru tbtb gabisa loading Pdhal mau pesen gocar buat emak Akhirnya dicoba pake XLhome smartfren simpati indosat tetep ae ga loading Pdhal yg lain baik2 aja Trus uninstall download ulang eh malah gabisa login ini gmna sih pdhal saya ini selalu pesan gofood lho Update an nya ngeselin bngt;1;10/06/2022 05:11;4.44.1
Oma Ku;best banget;5;23/12/2023 08:50;4.80.4
Ano Nimous;Mantaap;5;12/11/2021 18:31;4.31.1
Nur hidayat (Masnur);Sudah lama donlot tapi baru dipakainya bagus aplikasi dan responya cepat semoga maju terus pelayananya;5;19/03/2023 08:51;4.62.2
Zero One;Mau beli obat buat saudara gomed harus ada resep dokter Tidak recomended lebih baik ke apotek langsung meskipun tengah malam ;2;29/12/2021 08:50;4.34.1
Rahman Habibi;Mantap;5;29/09/2022 21:11;4.52.2
Dzulfi Auriga W;Mantap;5;02/01/2022 05:04;4.34.1
Din Gomez;ok;5;05/05/2023 05:11;4.66.1
Budibob Setiawan;untuk sementara selama sy menggunakan go Jek  GO car blm pernah kecewa terutama go car;5;09/08/2023 05:53;4.72.1
Ega Nur Aripin;Bikin gofood gk jelas lemot;1;26/11/2023 16:44;4.78.3
Ketut Ardani;Aplikasi bagus  Sangat membantu klo pas perlu biaya mendadak;5;19/01/2024 01:57;4.81.1
David Livingstoner;Baik;5;23/02/2022 01:20;4.35.1
gervasius arsa;MAU TRANSFER GOPAY AJA PAKE DISURUH UPGRADE GOPAY PLUS KAYAK ADA KEISTIMEWAANNYA AJA EMANG PAKET PIJET PLUS PLUS BIKIN RIBET PADAHAL TRANSFER KE KELUARGA SENDIRI NOTABENE KENAL;1;13/04/2022 13:25;4.40.1
Cak Minho;Mantap;5;30/07/2022 13:42;4.48.1
Herry Is'ad;Parah ini aplikasi saya isi pulsa lewat aplikasi ini yang masuk malah tranfer pulsa alhasil kartu perdana saya tidak dapat promo kouta dan tambahanmasa aktif;1;26/10/2023 07:57;4.75.1
Ilyas Khabib;Nice app;4;15/04/2022 14:58;4.38.2
Muhammad Irgi;Payah banget gua TF Ke BNI dsruh nunggu 3 hari di kira gua ga butuh duit kali 3 hari itu lama banget kan kapok dah pake gopay lagi;1;28/02/2023 19:36;4.60.1
Imron Imron;Mantap;5;19/12/2021 18:23;4.34.1
nia nurviani;Bagusss aplikasi gojek aku sukaaa;5;27/02/2023 14:28;4.62.1
Bunda Rosse;Sagat bagus aplknya;5;16/11/2021 06:19;4.31.1
Andrew Kurniawan;Top;5;07/08/2023 06:42;4.71.3
Muh. Agung Wibowo;Track pengantaran tidak bisa diakses setelah tekan tombol kembali Mengakibatkan saya dan driver tidak dapat berkomunikasi dan driver terpaksa mengcancel orderannya;5;30/07/2023 06:02;4.70.1
sinta ds09;Hemat waktu hemat tenaga lebih praktis driver ramah selalu sesuai pesanan lagi Alhamdulillah ternyata seberguna ini aplikasi Thanks Gojek Banyakin lagi promo nya yaa Hehe ;5;17/09/2023 12:18;4.74.2
Andre Andre;sangat puas;5;14/07/2022 14:24;4.46.2
Heru Widjosatmoko;Mouantapp;5;17/10/2022 03:17;4.53.1
Lailatul Zaskia Ramadhani;Saya sgt kecewa gk niat kerja yaaah;1;23/01/2022 13:26;4.35.1
Lendra denita Ilen;Sangat terbantu;5;22/05/2022 10:18;4.22.1
Nala Zayyina;wokeh;5;27/01/2022 03:45;4.35.1
Desy Anna;sangat membantu kami kaum mager ;5;04/08/2022 12:12;4.48.1
M Fariz;Poin xp nya di tmbahin lgi donk ;5;09/11/2022 04:03;4.54.2
SantNAMLA ZUyA DeHANA wiBAU6Z;Good job buat gojek;5;09/12/2022 06:01;4.56.1
Vierlan Putratama;Oke oke;5;08/08/2022 13:06;4.48.1
Rohibi Al_bantany;Good;5;04/09/2022 04:57;4.40.1
Slamet Combet;Apk nya sangat membatu tolong di tingkat kn lagi apk nya;5;06/06/2022 17:53;4.44.1
Kadek Juliana;Mantap min;5;05/12/2022 09:17;4.57.1
Ekoyandes 'minded;Oke buangget nih aplikasi;5;18/01/2024 09:23;4.77.1
New life New game (Hamsters);Sangat bermanfaat dan membantu banget 5 wajib Terimakasih;5;02/03/2022 03:05;4.38.2
Mukhlaini Marpaung;Nyaman;5;29/10/2023 07:23;4.77.1
ILHAMST29.;KENAPA SALAH PIN;1;17/09/2022 08:56;4.51.1
Jati Trisna Novanda;Gojek is all I need;5;17/08/2022 03:32;4.47.1
Shanum Azkadina;Good;5;23/02/2023 01:59;4.60.1
Pradipta Nuryanto Utomo;bug text area saat chat dengan driver tidak naik ke atas keyboard saat mengetik sehingga kata yang diketik tertutup keyboard pada aplikasi lain normal hal terjadi pada android 13;4;13/03/2023 14:26;4.63.2
Vico Ika;Udah lama pake apk ini cepat dan sangat membantu ga ribet buat pesan makanan secara online dan ongkirnya paling murah dari apk apk lain;5;07/07/2023 05:33;4.69.3
Ibnu Kesuma;Aplikasi yg sangat membantu;5;20/12/2021 05:08;4.34.1
Adi Raja Rahman;Bagus;5;01/12/2021 21:49;4.32.1
Aprilia Alehandra Ayal;Nice;5;11/01/2022 11:47;4.34.1
ali molen;Giliran ke Customer respond ny cepet  Giliran driver gopartner ngadu mana tanggapannya  kok slow respond;1;08/03/2023 08:37;4.62.1
Fahlevi Zenaro alhasyin;Saya suka apk gojek ini;5;11/11/2022 05:44;4.55.2
Tanziila Maulana;TF selalu lamaa padahal lagi buru;1;13/06/2023 17:27;4.68.1
Mir Rony;Pilihan yg tepat  Driver yg ramah  Sukses slalu gojek ;5;15/02/2022 00:48;4.36.1
Mulyadi;Aplikasi nya tambah parah ancur TF aj mesti nunggu sampe Berjam jam blm juga masuk padhl bank online;1;15/04/2023 21:54;4.65.2
Sudarso1979@mail.com Darso;Mantap;5;27/01/2022 15:34;4.36.1
Johny Setiawan;Karyawan PT Gojek jangan menyiksa Driver kerja 24 jam kasihan Driver mereka juga punya keluargalalu gimana Driver makan istirahatnya Aplikasi sekarang makin lemotuntungnya banyakHarga makin mahalTitik Map tidak tepat kasihan DrivernyaSaya kasih TIP ke Driver kenapa tidak masuk ke Driver lalu TIP saya kasih ke Driver masuk kemanatolong kerja yang JUJUR GOJEK SEKARANG MAKIN PARAHTIDAK PROFESIONAL;1;25/04/2023 08:24;4.60.1
Tri soehartati;Always good;5;04/09/2022 09:11;4.50.1
Anisa Puspa;Sagat nyaman dan aman untuk Perjalanan;5;27/03/2022 04:39;4.39.2
Novi Ta.L;Wa;1;12/06/2022 02:40;4.44.1
Fitri Yanti;Banyak proml;5;06/06/2022 13:17;4.44.1
Ria Chaeriah;Ok;5;26/02/2022 04:48;4.23.2
Agus Math;Sangat membantu;5;12/12/2021 23:07;4.33.1
Fendy Ndy;Ok mantap;5;08/04/2023 13:56;4.64.2
viena vin;seting nge hang skrg;2;17/12/2023 08:21;4.79.2
Haidar;Aplikasi nya bagus dan mempermudah dalam hal transportasi;5;17/06/2022 01:17;4.40.1
1A_102_Ananda Jasmine Wibowo;kenapa akun saya susah login;2;21/05/2023 14:40;4.15.1
Bebet Bebet;Mantap;5;06/09/2022 14:56;4.51.1
Dita Nuraini;Mohon gojek saya terunisntal kehapu saya download lagi tdk bisa;5;06/04/2023 07:12;4.16.1
Achmad Surya;Kenapa saya tidak bisa mengubah nama profil gopay saya;4;22/01/2024 01:18;4.81.1
Salsabila Kirana;Saya kurang mendapat voucer;4;01/04/2022 04:35;4.24.2
Ender Nity;Ga tau disuruh temen;5;29/01/2024 23:26;4.81.2
Mahmud Afrizani;Daftar Gopatner dari tahun 2018 gak pernah diterima;5;05/04/2022 09:11;4.40.1
Agus Yudi;Terpercaya;5;17/02/2023 03:28;4.57.1
Ape Januar;Sampurna;5;21/06/2022 01:05;4.45.1
Nia Senoaji;Sangat Membantu;5;02/03/2022 11:16;4.19.3
Husniatul Ilmia;Sudah instal dan hapus lalu instal lagi tapi tetep gak bisa di gunakan Tolong dong gojek saran nya;2;05/11/2022 14:17;4.54.2
casmady ady;Mantap;5;27/06/2023 12:00;4.56.1
Sjech Ridho Nurfaiza;Good job keep improve team;5;13/05/2023 11:57;4.66.1
billi romansah;Istimewa;5;28/01/2023 08:09;4.59.1
Taufik hermawan;Mantap;5;11/11/2022 08:58;4.55.2
Rizky Hidayat;Mantap;5;11/01/2022 07:28;4.34.1
Iyan pengguna Ass dan MM;Promo nya gak ngotak semua wkwk bener overcrazy masa beli 2 seblak 11rb;5;22/05/2022 07:24;4.43.3
Ertiana Khairine;Kenapa udah bbrpa Minggu ini saya ga bisa gunain apk gojek mau order gojek mau transaksi pake gopay juga ga bisa padahal udah di upgrade;3;12/08/2022 11:33;4.24.2
Hary Nugros;Aplikasi ga guna udh diisi saldo udh muter2 orderan kaga ada yg masukaplikasi setan;1;17/12/2023 06:06;4.77.1
Anisa Jefri;Padahal sinyal lancar jaya buka app gojek tulisannya internet mati seperti itu terus  Ga bisa akses sama sekali kuota padahalll fulll herannnn sekaliii maunya apa;1;18/06/2022 06:40;4.45.1
Sindi Optiani;Seneng banget kalau pake gojek cepat dan aman abangny juga ramah;5;02/11/2022 01:48;4.54.2
Asep Supriatna;APK dengan berbagai fitur yang sangat bagus;5;08/06/2023 15:45;4.68.1
Neha Safira;Mantaaap selalu di hati go jek;5;02/07/2023 23:42;4.69.2
Sunardi Pohan;Akulupa emelku;5;17/05/2023 17:22;4.66.1
robin;Bagus sekali;5;05/08/2022 12:38;4.38.2
Su Dirno;Josss tepat waktu;5;31/03/2022 08:04;4.40.1
Nedi Gunawan;Membantu aktifitas;5;06/03/2022 10:37;4.29.1
Agung Budi;Sangat membantu;5;14/06/2023 01:30;4.66.1
bangbang sutejo19;Banyakin Terusss Promo nyaMantap Gojek Indonesia;5;23/03/2022 12:32;4.22.1
Dewi Komala;Untuk sarana tranfortasi gojek emng sangat mendukung;5;05/12/2023 08:35;4.79.2
gusig haryanto;Kenapa sekarang promo gratis ongkir jarang adajadinya saya GO nya ke vendor lain terutama Gofood;2;17/01/2024 13:57;4.81.1
saifullah anwar channel;Mantap;5;13/01/2023 04:25;4.58.1
Yanuar Dj;Semangat untuk perbaikan sistemnya ya;1;22/02/2023 12:26;4.62.1
Niwayan Ayuu;Mahal makin lama makin kesini;3;01/04/2022 17:09;4.39.2
Tari Lestari;Ini kenapa sii tiap buka app gojek ada masalah mulu sma jaringan  pdhal sinyal aman aja ;1;28/12/2023 12:17;4.80.4
Roedy H H (P'Rud);Baik;5;18/03/2022 12:07;4.34.1
Nienieng;Lumayan dengan harga promo dapat 4 farian;5;11/11/2022 13:32;4.55.2
pako kop;Praktis ke manapun;5;22/06/2022 13:24;4.45.1
Supiani Yani;Mantap;5;21/12/2022 06:06;4.58.1
kita kita;betul betul betul tarif driver hanya 6400 belum parkir yg mungkin driver gg minta ke customer karena takut ada customer cerewet gg tau diri yg dikiranya driver yg nambah2in driver takut kena bintang 1 gara2 hanya parkir saja bagi para customer jika tidak dapat driver ya yg sabar tarif 6400 minta cepet berangkat sendiri sono;3;15/11/2021 05:02;4.31.1
Haryono Sabang;Sangat membantu dalam tranparansi;5;08/05/2022 09:32;4.37.1
Dian Setiawati;Kami terkendala untuk install ulang dr kemarin apakah bisa dibantu urgent;1;03/04/2022 05:33;4.4.1
Heny Farida;Pelayanan bagus;5;14/12/2021 06:26;4.33.1
Zain Al abidin;Sangat memuaskan dan dapat diandalkan;5;31/08/2022 09:48;4.48.1
Heriyanto Hasbi;Semuaaaa nya okmantapplllll;5;20/12/2022 10:13;4.58.1
Juwarno Gibran;Bagus;5;07/08/2022 09:39;4.40.1
Putra Gea;Yang terhormat developer gojek saya mengalami masalah tentan menu goinvestasi Didalam menu goinvestasi menu atau ikonnya tidak berfungsi Terimakasih;1;05/09/2022 18:43;4.47.1
azam irat dinda azzam;Aplikasi yang sangat bagus membantu dan berguna;5;04/01/2024 06:11;4.77.1
Elia Fitri;Kren;5;25/03/2022 03:41;4.37.2
Rafa Alikhlas;Aplikasinya sangat membantu sekali;5;11/07/2022 12:17;4.47.1
YudiM1904 -;Makin buruk aja ini gojek Tiap bula aplikasi lemot mulun Udah pake wifi juga tailah;1;14/04/2023 06:06;4.60.1
Radithya Fitra Hidayat;Terima kasih sudah mempermudah dalam perjalanan kemanamana;5;08/10/2023 05:19;4.75.1
Niko Wahyu;Nek nang dalan ojo gojek yo;5;04/10/2023 07:26;4.47.1
Okka Elang;Sangat memudah kan;5;19/12/2021 09:20;4.33.1
Gojek Indonesia;Luar biasa;5;04/03/2023 02:06;4.62.1
Rahma Yanti;Top;5;10/03/2022 01:47;4.38.2
Sumartono Tono;Oke;5;05/08/2022 12:33;4.48.1
Alwan Milzan;makin mahal ajaa ampun deh;1;15/03/2023 04:36;4.54.2
Sulistyo Nawang Groho Groho;Cuku;5;19/12/2022 12:22;4.58.1
Riyan chanel;Bagus;5;14/01/2023 10:38;4.58.1
Dodi Permono;Sangat membantu;5;10/04/2022 05:39;4.36.1
Nopi Susanti;Orang disuruh nunggu 15jam cuma buat beli makangila;1;01/12/2023 12:26;4.73.1
Muhtar arifin Muhtar;Kami kasih bintang full dgn aplikasi ini kami gampang;5;18/02/2023 15:28;4.61.1
erickson manurung;Min saya mau tanya Saya isi gopay pake BCA Dr BCA berhasil Tp saldo gopay saya tidak nambah Saya harus lapor kemana yah untuk pengecekan Mohon bantuannya;3;20/12/2021 00:23;4.34.1
Mulya Sugiharto;Okeybangetbro;5;17/06/2022 07:51;4.45.1
Naufal;Kenapa saat saya top ap gopay di Alfamart nomor telepon saya tidak terdeteksimohon perbaiki;1;02/09/2022 06:06;4.50.1
SAPTA RAHADY;Mantep;5;09/02/2023 13:49;4.60.1
jubair folasimo;Gojek memang the best;5;18/02/2022 23:44;4.37.1
Phippit Apit7;Di kota q belum ada gojek pasar karangawen Demak belum ada gojek sayang sekali tidak bisa menggunakan aplikasi gojek  Padahal sy sangat membutuhkan gojek ;1;07/11/2021 07:41;4.30.1
Arif Rachman;Mantab;5;01/11/2022 02:26;4.54.2
lalas sukmariani;Baik;5;27/06/2022 08:23;4.46.1
Seri Ramadani;Gosend nya jelek parah alamatnya melenceng jauh chatnya juga lemot padahal Pas pake aplikasi lain gak gini Mana udah pake voucher pas dipake aplikasinya tutup sendiri gimana sih;1;15/12/2021 13:28;4.34.1
Hendra Heri Purnomo;Cepat;5;01/08/2022 11:36;4.48.1
Marlen Apriliana Guguraty;lebih rajin lagi banyakin promo ya khususnya yg pake jasa pembayaran tunai jgn pake gopay mulu;5;26/10/2022 13:51;4.54.2
Senglon FC;Aplikasih gajel;1;15/03/2022 18:17;4.36.1
MANG UCU;Mantap;5;24/12/2021 08:26;4.34.1
Aditya Putra;Menyenangkan;5;30/06/2022 19:56;4.43.3
Erwin Perdana;Good;5;10/11/2021 18:11;4.31.1
Udin Suganda;ok;4;24/09/2022 08:49;4.51.1
bima gamink;Kenapa ya setiap tf selalu gagal dan saldo gopay saya ke blokir terus;1;12/11/2021 05:08;4.31.1
Hartiny Rosalina;Layanan go food tolong diperbaiki koq gak bisa batalin pesanan  repotnya kalau udah nunggu lamalama mau batalin gak bisa ternyata warungnya gak buka;2;01/01/2022 03:30;4.34.1
Ahmad Hidayat;Wooyy balikin tarif gofood parah bener parah bener masa driver cm dpt upah 8rb perak blm klo ada parkiran;1;13/11/2021 14:21;4.30.1
Ryan Wijaya;SARAN SAYA DI GOPAY HARUSNYA ADA CATATAN AKUMULASI PENGELUARAN DAN PEMASUKAN SETIAP BULAN SEPERTI E WALET LAINNYA KALO HARUS NGITUNG MANUAL RIBET;5;13/12/2022 21:48;4.57.1
Maulida Tus Sholicha;Gabisa log in keakun yang lama karena nomer mati;1;22/06/2022 07:37;4.43.1
Dyah Ayu;Sangat membantu;5;16/04/2022 06:22;4.37.1
Sely KH;good ap;1;16/03/2023 04:00;4.62.1
Maha Nita;Mantap;5;30/11/2021 15:13;4.22.1
wardi sukarya;memudahkan setiap transaksi;5;22/02/2022 09:45;4.36.1
D' chandra;Cukup membantu;5;26/05/2023 09:23;4.67.2
Soni Irawan;Mantap;3;12/12/2021 19:55;4.33.1
Realmi Delapan;Mantapp;5;23/08/2022 12:08;4.48.1
Gilang Dong !!!;Kerja bagus;5;16/01/2024 12:49;4.81.1
R Nofri;Makan aja gopay yang 38rb ga jelas alasan pembekuan akun lagian toped kenapa kerjasama dengan gojek mending ovo lebih gampang dan menghargai usernya;1;27/02/2022 23:18;4.38.2
DIAN MARISKA;ok;5;02/03/2022 14:11;4.26.1
Dimas Syahputra;Apk the best lah;5;26/02/2022 13:08;4.27.2
Irma Nuryanti;Sangat membantu;5;10/02/2022 03:54;4.36.1
Mr J;TOLONG BANYAKIN PROMONYA YA;5;12/03/2022 11:56;4.38.2
iffa husna;Nyaman pakai gojek;5;05/09/2022 11:55;4.50.1
TjW official TV;Bagus;5;02/03/2022 09:59;4.31.1
Ryanfiqri Syahribi;Belom top ah ;4;11/08/2022 16:04;4.48.1
Bayy _;Gojek gimana ya gk bisa detect lokasi mau order susah;2;02/12/2021 13:43;4.32.1
Arse Wibawe;Mantep;4;31/03/2022 03:53;4.39.2
Robby August;Sangat membantu kebutuhan seharihari;5;08/04/2023 21:18;4.64.2
Daffa Rizqullah_2019;pernah tier level jadi anak sultan tapi ngga dapet apaapa ampas membership level sampah cuman begitu gitu aja udah itu sekali turun langsung merosot jauh kebijakan SCAM;1;25/06/2023 17:09;4.69.1
Jhon Harrys Sinulingga;Membantu sekali aplikasi yang wajib dipakai karena sudah banyak terkoneksi dengan tenant Pembayaran terkoneksi utk berbagai macam pembayaran;5;31/07/2023 11:54;4.71.2
Egi Candra;Di perbaharui malah ilang promo2 nya jd mehong skr;1;27/02/2023 08:08;4.62.1
dinda malang;banyak promo nya;5;08/11/2022 09:17;4.54.2
Miyoukoukie;Bagus;5;28/05/2022 05:04;4.44.1
